ra,fase,idade,ano_ingresso,iaa,ieg,ips,ida,ipv,ian,defasagem,inde,ano,fase_num,anos_na_pm,risco_defasagem_atual,gap_iaa_ida,gap_ieg_ida,media_indicadores,indicadores_baixos_qtd,fase_grupo,risco_proximo_ano,ano_origem
RA-364,FASE 3,,2019,8.8,9.0,6.89,,7.505,10.0,0,7.734891667,2023,3.0,4.0,0.0,,,8.439,0,3,0,2023
RA-382,FASE 3,15.0,2017,0.0,9.4,6.26,15.0,7.1725,5.0,-2,6.223833333,2023,3.0,6.0,1.0,-15.0,-5.6,7.138750000000001,2,3,1,2023
RA-383,FASE 3,12.0,2019,9.2,8.8,3.14,12.0,7.5,10.0,0,7.5408,2023,3.0,4.0,0.0,-2.8000000000000007,-3.1999999999999993,8.44,1,3,0,2023
RA-384,FASE 3,,2017,0.0,9.1,2.52,,7.335,10.0,0,6.757958333,2023,3.0,6.0,0.0,,,5.7909999999999995,2,3,0,2023
RA-1157,FASE 3,14.0,2023,9.2,8.8,6.26,14.0,7.0025,5.0,-1,7.086633333,2023,3.0,0.0,1.0,-4.800000000000001,-5.199999999999999,8.377083333333333,1,3,1,2023
RA-260,FASE 3,,2019,9.2,9.9,7.52,,7.4175,10.0,0,8.080008333,2023,3.0,4.0,0.0,,,8.807500000000001,0,3,0,2023
RA-390,FASE 3,,2022,7.9,8.8,2.52,,7.005,10.0,0,6.905741667,2023,3.0,1.0,0.0,,,7.245,1,3,0,2023
RA-392,FASE 3,15.0,2022,9.6,9.5,2.52,15.0,7.17,5.0,-2,6.567208333,2023,3.0,1.0,1.0,-5.4,-5.5,8.131666666666668,2,3,1,2023
RA-1160,FASE 3,,2023,9.6,8.7,2.52,,7.2575,10.0,0,6.636166667,2023,3.0,0.0,0.0,,,7.6155,1,3,1,2023
RA-395,FASE 3,12.0,2018,9.2,8.6,2.52,12.0,7.9175,10.0,0,7.469175,2023,3.0,5.0,0.0,-2.8000000000000007,-3.4000000000000004,8.372916666666667,1,3,0,2023
RA-450,FASE 3,14.0,2021,9.6,8.4,2.52,14.0,7.9175,5.0,-1,6.819625,2023,3.0,2.0,1.0,-4.4,-5.6,7.90625,2,3,1,2023
RA-464,FASE 3,,2022,9.2,7.7,2.52,,7.38,5.0,-1,6.081675,2023,3.0,1.0,1.0,,,6.359999999999999,2,3,1,2023
RA-442,FASE 3,,2022,0.0,7.6,7.52,,8.1275,10.0,0,6.814166667,2023,3.0,1.0,0.0,,,6.649500000000001,1,3,0,2023
RA-467,FASE 3,,2022,6.3,9.2,3.14,,7.5425,5.0,-1,6.552916667,2023,3.0,1.0,1.0,,,6.2365,2,3,0,2023
RA-1162,FASE 3,13.0,2023,8.3,8.5,3.77,13.0,7.7525,10.0,0,7.44215,2023,3.0,0.0,0.0,-4.699999999999999,-4.5,8.553749999999999,1,3,0,2023
RA-470,FASE 3,14.0,2019,8.8,9.2,5.0,14.0,7.71,5.0,-1,6.993766667,2023,3.0,4.0,1.0,-5.199999999999999,-4.800000000000001,8.285,2,3,0,2023
RA-474,FASE 3,14.0,2019,0.0,7.8,5.0,14.0,6.7575,5.0,-1,5.283583333,2023,3.0,4.0,1.0,-14.0,-6.2,6.4262500000000005,3,3,1,2023
RA-476,FASE 3,13.0,2019,7.9,7.0,2.52,13.0,7.505,10.0,0,6.492408333,2023,3.0,4.0,0.0,-5.1,-6.0,7.987500000000001,1,3,0,2023
RA-411,FASE 3,13.0,2019,6.2,9.0,7.52,13.0,7.5425,10.0,0,7.779983333,2023,3.0,4.0,0.0,-6.8,-4.0,8.877083333333333,0,3,0,2023
RA-412,FASE 3,13.0,2018,8.8,8.9,2.52,13.0,7.585,10.0,0,7.373891667,2023,3.0,5.0,0.0,-4.199999999999999,-4.1,8.4675,1,3,0,2023
RA-414,FASE 3,13.0,2021,0.0,9.5,7.52,13.0,7.585,10.0,0,7.25025,2023,3.0,2.0,0.0,-13.0,-3.5,7.934166666666666,1,3,0,2023
RA-1163,FASE 3,14.0,2023,8.8,9.3,7.52,14.0,7.75,5.0,-1,7.749391667,2023,3.0,0.0,1.0,-5.199999999999999,-4.699999999999999,8.728333333333333,1,3,0,2023
RA-273,FASE 3,14.0,2018,7.9,7.4,2.52,14.0,7.6275,5.0,-1,6.337116667,2023,3.0,5.0,1.0,-6.1,-6.6,7.407916666666666,2,3,1,2023
RA-471,FASE 3,,2020,0.0,9.0,6.27,,8.125,10.0,0,6.855541667,2023,3.0,3.0,0.0,,,6.678999999999999,1,3,0,2023
RA-416,FASE 3,13.0,2018,9.2,9.8,2.52,13.0,8.3375,10.0,0,8.144425,2023,3.0,5.0,0.0,-3.8000000000000007,-3.1999999999999993,8.809583333333332,1,3,0,2023
RA-417,FASE 3,,2022,5.4,9.7,7.52,,8.2125,10.0,0,8.257658333,2023,3.0,1.0,0.0,,,8.1665,1,3,0,2023
RA-305,FASE 3,15.0,2019,0.0,8.9,7.52,15.0,7.75,5.0,-2,6.394291667,2023,3.0,4.0,1.0,-15.0,-6.1,7.361666666666667,2,3,1,2023
RA-418,FASE 3,,2020,8.8,10.0,2.52,,8.045,10.0,1,8.1686,2023,3.0,3.0,0.0,,,7.873,1,3,0,2023
RA-419,FASE 3,,2019,6.7,9.5,2.52,,7.875,10.0,0,7.7261,2023,3.0,4.0,0.0,,,7.319,1,3,0,2023
RA-421,FASE 3,,2021,9.2,9.9,2.52,,8.17,10.0,0,8.030716667,2023,3.0,2.0,0.0,,,7.958,1,3,0,2023
RA-407,FASE 3,14.0,2022,9.6,8.6,7.52,14.0,7.5,5.0,-1,7.665083333,2023,3.0,1.0,1.0,-4.4,-5.4,8.703333333333333,1,3,0,2023
RA-425,FASE 3,13.0,2022,9.2,9.9,2.52,13.0,8.3775,10.0,0,8.10555,2023,3.0,1.0,0.0,-3.8000000000000007,-3.0999999999999996,8.832916666666668,1,3,0,2023
RA-426,FASE 3,,2022,5.4,7.6,5.0,,7.5425,5.0,-1,6.329158333,2023,3.0,1.0,1.0,,,6.1085,3,3,1,2023
RA-1165,FASE 3,12.0,2023,9.2,9.1,5.0,12.0,7.2925,10.0,0,7.880716667,2023,3.0,0.0,0.0,-2.8000000000000007,-2.9000000000000004,8.765416666666667,1,3,0,2023
RA-432,FASE 3,,2019,8.8,9.0,2.52,,8.0425,5.0,-2,6.850183333,2023,3.0,4.0,1.0,,,6.672499999999999,2,3,1,2023
RA-303,FASE 3,15.0,2019,0.0,7.3,7.52,15.0,7.05,5.0,-2,5.914291667,2023,3.0,4.0,1.0,-15.0,-7.7,6.978333333333333,2,3,1,2023
RA-420,FASE 3,,2019,8.3,9.3,2.52,,7.96,10.0,0,7.356358333,2023,3.0,4.0,0.0,,,7.616,1,3,0,2023
RA-1166,FASE 3,15.0,2023,8.3,9.6,7.52,15.0,7.9175,5.0,-2,7.307858333,2023,3.0,0.0,1.0,-6.699999999999999,-5.4,8.889583333333334,1,3,1,2023
RA-424,FASE 3,,2022,8.8,9.9,2.52,,7.7925,10.0,0,7.72685,2023,3.0,1.0,0.0,,,7.8025,1,3,0,2023
RA-398,FASE 3,,2022,6.7,8.1,2.52,,7.7925,10.0,1,7.153766667,2023,3.0,1.0,0.0,,,7.022499999999999,1,3,0,2023
RA-428,FASE 3,,2022,8.3,9.5,2.52,,8.0425,10.0,0,7.821816667,2023,3.0,1.0,0.0,,,7.672499999999999,1,3,0,2023
RA-315,FASE 3,,2022,0.0,6.8,5.0,,7.8375,5.0,-1,5.977708333,2023,3.0,1.0,1.0,,,4.9275,3,3,1,2023
RA-402,FASE 3,13.0,2019,9.2,7.3,2.52,13.0,6.88,10.0,0,6.632716667,2023,3.0,4.0,0.0,-3.8000000000000007,-5.7,8.15,1,3,0,2023
RA-1168,FASE 3,13.0,2023,0.0,8.8,2.52,13.0,7.045,10.0,0,5.886625,2023,3.0,0.0,0.0,-13.0,-4.199999999999999,6.894166666666667,2,3,1,2023
RA-613,FASE 3,14.0,2020,9.2,9.4,5.0,14.0,7.2125,5.0,-1,6.864508333,2023,3.0,3.0,1.0,-4.800000000000001,-4.6,8.302083333333334,2,3,1,2023
RA-304,FASE 3,,2020,0.0,8.8,5.0,,7.835,5.0,-2,6.241583333,2023,3.0,3.0,1.0,,,5.327,3,3,1,2023
RA-457,FASE 3,13.0,2022,7.5,8.6,7.52,13.0,8.045,10.0,0,8.256833333,2023,3.0,1.0,0.0,-5.5,-4.4,9.110833333333334,0,3,0,2023
RA-283,FASE 3,15.0,2020,8.3,9.5,7.52,15.0,7.5025,5.0,-2,7.549025,2023,3.0,3.0,1.0,-6.699999999999999,-5.5,8.803749999999999,1,3,1,2023
RA-459,FASE 3,13.0,2019,6.7,9.3,7.52,13.0,7.88,10.0,0,8.240016667,2023,3.0,4.0,0.0,-6.3,-3.6999999999999993,9.066666666666666,0,3,0,2023
RA-454,FASE 3,15.0,2018,0.0,7.5,5.0,15.0,5.54,5.0,-2,4.603416667,2023,3.0,5.0,1.0,-15.0,-7.5,6.34,4,3,1,2023
RA-444,FASE 3,11.0,2018,0.0,7.9,5.0,11.0,6.4575,10.0,1,5.958791667,2023,3.0,5.0,0.0,-11.0,-3.0999999999999996,6.72625,2,3,1,2023
RA-170,FASE 3,15.0,2018,8.8,8.9,2.52,15.0,7.6725,5.0,-2,7.062433333,2023,3.0,5.0,1.0,-6.199999999999999,-6.1,7.982083333333333,2,3,1,2023
RA-1169,FASE 3,,2023,7.5,9.5,5.0,,8.0025,5.0,-1,7.213625,2023,3.0,0.0,1.0,,,7.0005,2,3,1,2023
RA-458,FASE 3,,2019,9.6,6.9,7.52,,6.2475,5.0,-1,6.312083333,2023,3.0,4.0,1.0,,,7.0535,1,3,1,2023
RA-1170,FASE 3,,2023,8.8,7.7,7.52,,6.5775,5.0,-1,6.874683333,2023,3.0,0.0,1.0,,,7.1194999999999995,1,3,1,2023
RA-1171,FASE 3,14.0,2023,7.9,8.4,5.0,14.0,8.88,5.0,-1,7.856033333,2023,3.0,0.0,1.0,-6.1,-5.6,8.196666666666667,2,3,1,2023
RA-176,FASE 4,14.0,2018,9.6,9.5,2.52,14.0,9.0025,10.0,0,8.316833333,2023,4.0,5.0,0.0,-4.4,-4.5,9.10375,1,4,0,2023
RA-178,FASE 4,,2016,7.9,8.7,2.52,,8.42,10.0,0,7.406658333,2023,4.0,7.0,0.0,,,7.508,1,4,0,2023
RA-193,FASE 4,13.0,2016,8.3,9.4,2.52,13.0,8.17,10.0,1,7.718566667,2023,4.0,7.0,0.0,-4.699999999999999,-3.5999999999999996,8.565,1,4,0,2023
RA-1172,FASE 4,16.0,2023,8.3,7.8,2.52,16.0,8.46,5.0,-2,7.030108333,2023,4.0,0.0,1.0,-7.699999999999999,-8.2,8.013333333333334,2,4,1,2023
RA-180,FASE 4,13.0,2018,9.2,9.4,2.52,13.0,8.92,10.0,1,8.283216667,2023,4.0,5.0,0.0,-3.8000000000000007,-3.5999999999999996,8.840000000000002,1,4,0,2023
RA-181,FASE 4,,2019,9.6,8.3,2.52,,8.2525,10.0,0,7.671208333,2023,4.0,4.0,0.0,,,7.7345,1,4,0,2023
RA-195,FASE 4,,2017,7.1,9.2,2.52,,8.79,10.0,0,7.60205,2023,4.0,6.0,0.0,,,7.522,1,4,0,2023
RA-196,FASE 4,13.0,2018,7.9,9.0,2.52,13.0,8.2125,10.0,1,7.560991667,2023,4.0,5.0,0.0,-5.1,-4.0,8.43875,1,4,0,2023
RA-211,FASE 4,14.0,2021,9.6,9.4,2.52,14.0,8.71,10.0,0,8.024791667,2023,4.0,2.0,0.0,-4.4,-4.6,9.038333333333332,1,4,0,2023
RA-197,FASE 4,13.0,2021,8.3,9.8,2.52,13.0,8.46,10.0,1,7.967608333,2023,4.0,2.0,0.0,-4.699999999999999,-3.1999999999999993,8.680000000000001,1,4,0,2023
RA-229,FASE 4,,2022,9.2,9.8,2.52,,8.42,10.0,1,8.207591667,2023,4.0,1.0,0.0,,,7.9879999999999995,1,4,0,2023
RA-186,FASE 4,,2019,7.5,9.7,2.52,,8.46,10.0,0,7.817541667,2023,4.0,4.0,0.0,,,7.636,1,4,0,2023
RA-189,FASE 4,14.0,2018,7.9,9.4,2.52,14.0,8.3775,10.0,0,7.727325,2023,4.0,5.0,0.0,-6.1,-4.6,8.699583333333333,1,4,0,2023
RA-191,FASE 4,14.0,2019,0.0,9.7,2.52,14.0,8.4625,10.0,0,7.263666667,2023,4.0,4.0,0.0,-14.0,-4.300000000000001,7.447083333333333,2,4,0,2023
RA-1173,FASE 4,14.0,2023,8.8,9.7,2.52,14.0,8.1225,10.0,0,7.67285,2023,4.0,0.0,0.0,-5.199999999999999,-4.300000000000001,8.857083333333334,1,4,0,2023
RA-217,FASE 4,,2021,8.3,8.6,2.52,,8.5025,5.0,-1,6.96965,2023,4.0,2.0,1.0,,,6.5845,2,4,1,2023
RA-1174,FASE 4,15.0,2023,9.2,8.7,2.52,15.0,8.3375,5.0,-1,7.333591667,2023,4.0,0.0,1.0,-5.800000000000001,-6.300000000000001,8.12625,2,4,0,2023
RA-192,FASE 4,16.0,2021,8.8,6.2,5.0,16.0,7.3775,5.0,-2,6.616016667,2023,4.0,2.0,1.0,-7.199999999999999,-9.8,8.062916666666666,2,4,1,2023
RA-184,FASE 4,13.0,2019,7.9,9.5,7.52,13.0,8.5025,10.0,1,8.430241667,2023,4.0,4.0,0.0,-5.1,-3.5,9.40375,0,4,0,2023
RA-204,FASE 4,,2019,8.8,7.9,2.52,,8.045,10.0,0,7.557558333,2023,4.0,4.0,0.0,,,7.453,1,4,0,2023
RA-1176,FASE 4,13.0,2023,8.3,9.3,7.52,13.0,9.17,10.0,1,8.881483333,2023,4.0,0.0,0.0,-4.699999999999999,-3.6999999999999993,9.548333333333334,0,4,0,2023
RA-1177,FASE 4,14.0,2023,10.0,9.9,2.52,14.0,8.88,10.0,0,8.345491667,2023,4.0,0.0,0.0,-4.0,-4.1,9.216666666666667,1,4,0,2023
RA-215,FASE 4,14.0,2021,8.8,6.6,2.52,14.0,7.7125,10.0,0,7.166475,2023,4.0,2.0,0.0,-5.199999999999999,-7.4,8.272083333333333,1,4,0,2023
RA-1178,FASE 4,,2023,8.8,9.3,2.52,,8.2125,5.0,-2,7.066475,2023,4.0,0.0,1.0,,,6.766500000000001,2,4,1,2023
RA-149,FASE 4,,2022,8.8,4.2,2.52,,7.2925,5.0,-2,5.622266667,2023,4.0,1.0,1.0,,,5.5625,3,4,1,2023
RA-220,FASE 4,14.0,2022,8.8,7.6,2.52,14.0,7.5475,10.0,0,7.102016667,2023,4.0,1.0,0.0,-5.199999999999999,-6.4,8.41125,1,4,0,2023
RA-202,FASE 4,,2017,8.8,7.9,2.52,,8.005,5.0,-1,6.791641667,2023,4.0,6.0,1.0,,,6.445,2,4,1,2023
RA-1181,FASE 4,,2023,8.8,8.3,2.52,,7.3375,10.0,0,6.971266667,2023,4.0,0.0,0.0,,,7.391500000000001,1,4,0,2023
RA-237,FASE 4,15.0,2022,8.3,9.5,2.52,15.0,8.96,5.0,-1,7.436566667,2023,4.0,1.0,1.0,-6.699999999999999,-5.5,8.213333333333333,2,4,1,2023
RA-147,FASE 4,15.0,2022,0.0,7.0,5.63,15.0,7.46,5.0,-1,5.5425,2023,4.0,1.0,1.0,-15.0,-8.0,6.681666666666666,3,4,1,2023
RA-1184,FASE 4,,2023,8.3,8.3,5.0,,8.045,5.0,-2,7.381566667,2023,4.0,0.0,1.0,,,6.929,2,4,1,2023
RA-241,FASE 4,,2016,0.0,9.9,2.52,,9.545,5.0,-1,7.016,2023,4.0,7.0,1.0,,,5.393,3,4,0,2023
RA-242,FASE 4,14.0,2018,7.1,9.7,2.52,14.0,9.3775,10.0,0,8.221841667,2023,4.0,5.0,0.0,-6.9,-4.300000000000001,8.782916666666665,1,4,0,2023
RA-138,FASE 4,16.0,2016,10.0,7.9,6.26,16.0,7.4175,5.0,-2,6.784075,2023,4.0,7.0,1.0,-6.0,-8.1,8.762916666666667,1,4,1,2023
RA-244,FASE 4,13.0,2018,0.0,8.8,2.52,13.0,8.8325,10.0,1,7.044333333,2023,4.0,5.0,0.0,-13.0,-4.199999999999999,7.192083333333334,2,4,0,2023
RA-245,FASE 4,,2016,0.0,10.0,2.52,,9.5875,5.0,-1,7.171166667,2023,4.0,7.0,1.0,,,5.4215,3,4,0,2023
RA-246,FASE 4,,2022,8.8,9.9,4.39,,8.9175,10.0,0,8.256766667,2023,4.0,1.0,0.0,,,8.401500000000002,1,4,0,2023
RA-239,FASE 4,16.0,2021,0.0,8.4,5.0,16.0,7.6275,5.0,-2,6.411333333,2023,4.0,2.0,1.0,-16.0,-7.6,7.004583333333333,3,4,1,2023
RA-262,FASE 4,,2021,0.0,3.7,5.0,,6.05,5.0,-2,4.406458333,2023,4.0,2.0,1.0,,,3.95,4,4,1,2023
RA-397,FASE 4,15.0,2017,7.5,7.9,2.52,15.0,7.465,5.0,-1,6.207083333,2023,4.0,6.0,1.0,-7.5,-7.1,7.564166666666668,2,4,1,2023
RA-1188,FASE 4,15.0,2023,9.6,9.4,,15.0,7.5875,5.0,-1,,2023,4.0,0.0,1.0,-5.4,-5.6,9.317499999999999,1,4,1,2023
RA-267,FASE 4,16.0,2016,7.9,7.7,,16.0,6.505,5.0,-2,,2023,4.0,7.0,1.0,-8.1,-8.3,8.621,1,4,1,2023
RA-1189,FASE 4,,2023,8.8,9.0,,,7.3775,5.0,-1,,2023,4.0,0.0,1.0,,,7.5443750000000005,1,4,1,2023
RA-269,FASE 4,14.0,2022,9.6,9.0,2.52,14.0,8.7975,10.0,0,8.116041667,2023,4.0,1.0,0.0,-4.4,-5.0,8.98625,1,4,0,2023
RA-313,FASE 4,14.0,2022,9.2,8.7,2.52,14.0,7.75,10.0,0,7.011091667,2023,4.0,1.0,0.0,-4.800000000000001,-5.300000000000001,8.695,1,4,1,2023
RA-301,FASE 4,,2019,9.2,5.4,7.52,,6.465,10.0,0,6.760341667,2023,4.0,4.0,0.0,,,7.716999999999999,1,4,0,2023
RA-286,FASE 4,15.0,2022,0.0,7.5,5.0,15.0,7.3375,5.0,-1,5.713333333,2023,4.0,1.0,1.0,-15.0,-7.5,6.639583333333333,3,4,1,2023
RA-1193,FASE 4,,2023,0.0,7.8,5.0,,7.13,10.0,0,6.018083333,2023,4.0,0.0,0.0,,,5.986,2,4,1,2023
RA-308,FASE 4,14.0,2019,5.4,6.8,5.0,14.0,7.5025,10.0,0,6.578558333,2023,4.0,4.0,0.0,-8.6,-7.2,8.117083333333333,2,4,0,2023
RA-152,FASE 4,16.0,2022,7.9,7.7,2.52,16.0,7.71,5.0,-2,6.30695,2023,4.0,1.0,1.0,-8.1,-8.3,7.805000000000001,2,4,1,2023
RA-270,FASE 4,14.0,2019,9.2,9.0,2.52,14.0,9.1275,10.0,0,7.982633333,2023,4.0,4.0,0.0,-4.800000000000001,-5.0,8.974583333333333,1,4,0,2023
RA-271,FASE 4,16.0,2022,0.0,9.3,2.52,16.0,7.7125,5.0,-2,6.140333333,2023,4.0,1.0,1.0,-16.0,-6.699999999999999,6.755416666666666,3,4,1,2023
RA-299,FASE 4,14.0,2019,0.0,9.6,2.52,14.0,8.005,10.0,0,6.796541667,2023,4.0,4.0,0.0,-14.0,-4.4,7.354166666666667,2,4,0,2023
RA-316,FASE 4,14.0,2022,10.0,9.5,7.52,14.0,8.96,10.0,0,8.436908333,2023,4.0,1.0,0.0,-4.0,-4.5,9.996666666666666,0,4,0,2023
RA-318,FASE 4,15.0,2019,7.9,8.1,6.26,15.0,7.71,5.0,-1,6.856575,2023,4.0,4.0,1.0,-7.1,-6.9,8.328333333333333,1,4,1,2023
RA-274,FASE 4,12.0,2019,7.5,9.5,5.63,12.0,8.295,10.0,1,8.137625,2023,4.0,4.0,0.0,-4.5,-2.5,8.820833333333333,1,4,0,2023
RA-320,FASE 4,14.0,2022,9.2,9.9,7.52,14.0,8.96,10.0,0,8.393508333,2023,4.0,1.0,0.0,-4.800000000000001,-4.1,9.930000000000001,0,4,0,2023
RA-277,FASE 4,,2021,8.3,9.9,7.52,,8.7525,5.0,-1,7.7284,2023,4.0,2.0,1.0,,,7.894500000000001,1,4,0,2023
RA-278,FASE 4,13.0,2018,0.0,9.8,5.63,13.0,8.3775,10.0,1,7.1935,2023,4.0,5.0,0.0,-13.0,-3.1999999999999993,7.80125,2,4,0,2023
RA-291,FASE 4,14.0,2022,8.8,8.6,7.52,14.0,9.21,10.0,0,8.493058333,2023,4.0,1.0,0.0,-5.199999999999999,-5.4,9.688333333333334,0,4,0,2023
RA-306,FASE 4,,2021,0.0,7.9,6.26,,7.46,5.0,-1,5.732375,2023,4.0,2.0,1.0,,,5.324,2,4,1,2023
RA-279,FASE 4,14.0,2019,8.8,10.0,6.27,14.0,9.2125,10.0,0,9.006266667,2023,4.0,4.0,0.0,-5.199999999999999,-4.0,9.71375,0,4,0,2023
RA-280,FASE 4,,2021,6.7,9.5,7.52,,8.7125,10.0,0,8.189225,2023,4.0,2.0,0.0,,,8.4865,0,4,0,2023
RA-319,FASE 4,,2022,9.6,9.2,5.0,,8.88,10.0,0,8.367208333,2023,4.0,1.0,0.0,,,8.536,1,4,0,2023
RA-321,FASE 4,13.0,2022,8.3,9.4,2.52,13.0,8.42,10.0,1,7.695233333,2023,4.0,1.0,0.0,-4.699999999999999,-3.5999999999999996,8.606666666666667,1,4,0,2023
RA-1195,FASE 4,,2022,0.0,8.3,2.52,,8.0025,2.5,-3,5.677291667,2023,4.0,1.0,1.0,,,4.2645,3,4,1,2023
RA-251,FASE 4,,2018,9.6,8.0,2.52,,7.835,5.0,-1,6.665208333,2023,4.0,5.0,1.0,,,6.590999999999999,2,4,1,2023
RA-116,FASE 5,17.0,2019,6.7,7.6,5.0,17.0,7.5475,5.0,-2,6.433075,2023,5.0,4.0,1.0,-10.3,-9.4,8.14125,2,5,1,2023
RA-103,FASE 5,14.0,2020,8.3,9.2,5.0,14.0,8.09,10.0,1,8.0239,2023,5.0,3.0,0.0,-5.699999999999999,-4.800000000000001,9.098333333333334,1,5,0,2023
RA-42,FASE 5,,2019,8.8,8.6,5.63,,6.6675,5.0,-1,6.794516667,2023,5.0,4.0,1.0,,,6.9395,2,5,1,2023
RA-121,FASE 5,,2021,6.3,8.8,5.0,,7.4625,5.0,-1,6.811875,2023,5.0,2.0,1.0,,,6.5125,2,5,1,2023
RA-106,FASE 5,15.0,2016,7.9,9.1,5.0,15.0,7.5075,10.0,0,7.769658333,2023,5.0,7.0,0.0,-7.1,-5.9,9.084583333333333,1,5,0,2023
RA-123,FASE 5,17.0,2017,0.0,9.4,5.0,17.0,6.8375,5.0,-2,6.068333333,2023,5.0,6.0,1.0,-17.0,-7.6,7.20625,3,5,1,2023
RA-125,FASE 5,16.0,2022,9.2,7.7,5.0,16.0,7.835,5.0,-1,6.989633333,2023,5.0,1.0,1.0,-6.800000000000001,-8.3,8.455833333333333,2,5,1,2023
RA-110,FASE 5,15.0,2017,8.3,8.6,5.0,15.0,8.2975,10.0,0,8.0879,2023,5.0,6.0,0.0,-6.699999999999999,-6.4,9.199583333333333,1,5,0,2023
RA-143,FASE 5,,2019,8.3,9.6,2.52,,8.3375,10.0,1,7.794358333,2023,5.0,4.0,0.0,,,7.7515,1,5,0,2023
RA-111,FASE 5,14.0,2020,7.5,8.7,5.0,14.0,8.0875,10.0,1,7.566458333,2023,5.0,3.0,0.0,-6.5,-5.300000000000001,8.88125,1,5,0,2023
RA-112,FASE 5,,2016,6.7,8.1,5.0,,7.9225,5.0,-1,7.141308333,2023,5.0,7.0,1.0,,,6.544499999999999,2,5,0,2023
RA-115,FASE 5,16.0,2019,8.8,7.1,5.0,16.0,7.215,5.0,-1,6.319141667,2023,5.0,4.0,1.0,-7.199999999999999,-8.9,8.185833333333333,2,5,1,2023
RA-52,FASE 5,,2018,10.0,9.8,2.52,,8.2975,10.0,1,7.9642,2023,5.0,5.0,0.0,,,8.1235,1,5,0,2023
RA-1198,FASE 5,,2023,8.3,9.4,6.26,,7.9625,5.0,-1,7.515233333,2023,5.0,0.0,1.0,,,7.3845,1,5,1,2023
RA-127,FASE 5,15.0,2022,8.8,7.8,6.26,15.0,8.6725,10.0,0,7.91935,2023,5.0,1.0,0.0,-6.199999999999999,-7.2,9.422083333333333,0,5,0,2023
RA-146,FASE 5,,2022,6.2,9.5,5.0,,8.2125,5.0,-1,7.584483333,2023,5.0,1.0,1.0,,,6.782500000000001,2,5,1,2023
RA-1199,FASE 5,,2023,6.7,9.1,5.0,,8.0875,5.0,-2,7.024933333,2023,5.0,0.0,1.0,,,6.777500000000001,2,5,1,2023
RA-107,FASE 5,15.0,2018,0.0,8.5,5.0,15.0,7.5875,10.0,0,6.845208333,2023,5.0,5.0,0.0,-15.0,-6.5,7.6812499999999995,2,5,1,2023
RA-1200,FASE 5,15.0,2023,0.0,6.4,5.0,15.0,6.8725,10.0,0,5.711166667,2023,5.0,0.0,0.0,-15.0,-8.6,7.212083333333333,2,5,1,2023
RA-85,FASE 5,16.0,2022,8.8,8.9,6.27,16.0,7.8425,5.0,-1,7.08435,2023,5.0,1.0,1.0,-7.199999999999999,-7.1,8.802083333333334,1,5,1,2023
RA-1201,FASE 5,15.0,2023,9.2,9.6,3.77,15.0,8.7575,10.0,0,8.378008333,2023,5.0,0.0,0.0,-5.800000000000001,-5.4,9.387916666666666,1,5,1,2023
RA-131,FASE 5,16.0,2016,8.3,7.8,5.0,16.0,6.8,5.0,-1,5.952358333,2023,5.0,7.0,1.0,-7.699999999999999,-8.2,8.15,2,5,1,2023
RA-132,FASE 5,15.0,2019,7.5,8.7,2.52,15.0,7.715,10.0,0,7.350625,2023,5.0,4.0,0.0,-7.5,-6.300000000000001,8.5725,1,5,0,2023
RA-137,FASE 5,17.0,2016,7.1,6.3,2.52,17.0,6.88,5.0,-2,5.937025,2023,5.0,7.0,1.0,-9.9,-10.7,7.466666666666668,2,5,1,2023
RA-90,FASE 5,14.0,2019,10.0,9.6,7.52,14.0,8.1725,10.0,1,8.699408333,2023,5.0,4.0,0.0,-4.0,-4.4,9.882083333333334,0,5,0,2023
RA-167,FASE 5,,2018,8.8,9.9,5.0,,7.8375,5.0,-2,7.806141667,2023,5.0,5.0,1.0,,,7.3075,2,5,1,2023
RA-1203,FASE 5,,2023,9.2,10.0,2.52,,7.8775,5.0,-1,7.487841667,2023,5.0,0.0,1.0,,,6.919499999999999,2,5,0,2023
RA-155,FASE 5,17.0,2022,7.9,8.1,5.0,17.0,6.5875,5.0,-2,6.318991667,2023,5.0,1.0,1.0,-9.1,-8.9,8.264583333333333,2,5,0,2023
RA-94,FASE 5,,2018,7.5,9.6,2.52,,7.795,5.0,-1,7.289333333,2023,5.0,5.0,1.0,,,6.483,2,5,0,2023
RA-81,FASE 5,15.0,2017,9.6,8.8,2.52,15.0,7.2125,10.0,0,7.45425,2023,5.0,6.0,0.0,-5.4,-6.199999999999999,8.855416666666667,1,5,0,2023
RA-171,FASE 5,17.0,2022,7.5,7.2,5.0,17.0,6.755,5.0,-2,6.293083333,2023,5.0,1.0,1.0,-9.5,-9.8,8.075833333333334,2,5,1,2023
RA-160,FASE 5,16.0,2021,8.8,8.3,2.52,16.0,7.46,5.0,-1,6.598266667,2023,5.0,2.0,1.0,-7.199999999999999,-7.699999999999999,8.013333333333334,2,5,1,2023
RA-173,FASE 5,17.0,2019,9.2,8.5,6.26,17.0,7.8775,5.0,-2,7.757466667,2023,5.0,4.0,1.0,-7.800000000000001,-8.5,8.972916666666666,1,5,0,2023
RA-166,FASE 5,,2020,7.5,8.9,6.26,,7.4625,10.0,0,8.105583333,2023,5.0,3.0,0.0,,,8.0245,0,5,0,2023
