ra,fase,idade,ano_ingresso,iaa,ieg,ips,ida,ipv,ian,defasagem,inde,ano,fase_num,anos_na_pm,risco_defasagem_atual,gap_iaa_ida,gap_ieg_ida,media_indicadores,indicadores_baixos_qtd,fase_grupo,risco_proximo_ano,ano_origem
RA-1,7,19.0,2016,8.3,4.1,5.6,19.0,7.278,5.0,-1,5.783,2022,7.0,6.0,1.0,-10.7,-14.9,8.213,3,7,0,2022
RA-2,7,17.0,2017,8.8,5.2,6.3,17.0,6.778,10.0,0,7.055,2022,7.0,5.0,0.0,-8.2,-11.8,9.013,1,7,0,2022
RA-5,7,17.0,2016,7.9,8.6,5.6,17.0,7.389,10.0,0,7.427,2022,7.0,6.0,0.0,-9.1,-8.4,9.414833333333334,1,7,0,2022
RA-6,7,18.0,2021,7.9,4.5,7.5,18.0,7.222,5.0,-1,5.848,2022,7.0,1.0,1.0,-10.1,-13.5,8.353666666666667,2,7,0,2022
RA-7,7,18.0,2017,0.0,8.4,7.5,18.0,7.667,5.0,-1,6.818,2022,7.0,5.0,1.0,-18.0,-9.6,7.761166666666667,2,7,0,2022
RA-12,7,17.0,2020,0.0,4.0,6.9,17.0,6.389,10.0,0,4.832,2022,7.0,2.0,0.0,-17.0,-13.0,7.3815,2,7,0,2022
RA-13,7,18.0,2016,7.9,7.4,7.5,18.0,8.056,5.0,-1,6.902,2022,7.0,6.0,1.0,-10.1,-10.6,8.975999999999999,1,7,0,2022
RA-14,7,21.0,2022,7.9,8.3,7.5,21.0,7.75,5.0,-1,6.793,2022,7.0,0.0,1.0,-13.1,-12.7,9.575000000000001,1,7,0,2022
RA-17,7,20.0,2022,8.8,10.0,7.5,20.0,8.292,5.0,-1,8.068,2022,7.0,0.0,1.0,-11.2,-10.0,9.932,1,7,0,2022
RA-19,7,19.0,2022,7.9,9.5,7.5,19.0,7.0,5.0,-1,7.665,2022,7.0,0.0,1.0,-11.1,-9.5,9.316666666666666,1,7,1,2022
RA-21,7,18.0,2022,9.6,9.2,7.5,18.0,7.25,5.0,-1,6.945,2022,7.0,0.0,1.0,-8.4,-8.8,9.424999999999999,1,7,0,2022
RA-23,6,17.0,2021,8.3,8.2,8.1,17.0,8.556,5.0,-1,7.677,2022,6.0,1.0,1.0,-8.7,-8.8,9.192666666666666,1,6,0,2022
RA-25,6,17.0,2021,8.3,8.3,8.8,17.0,9.667,5.0,-1,7.979,2022,6.0,1.0,1.0,-8.7,-8.7,9.511166666666668,1,6,0,2022
RA-26,6,17.0,2022,9.6,8.8,10.0,17.0,10.0,5.0,-1,8.677,2022,6.0,0.0,1.0,-7.4,-8.2,10.066666666666666,1,6,1,2022
RA-27,6,17.0,2016,0.0,7.6,8.1,17.0,9.111,5.0,-1,7.124,2022,6.0,6.0,1.0,-17.0,-9.4,7.8018333333333345,2,6,0,2022
RA-29,6,17.0,2022,0.0,4.0,8.8,17.0,7.611,5.0,-1,4.985,2022,6.0,0.0,1.0,-17.0,-13.0,7.0685,3,6,0,2022
RA-31,6,17.0,2019,10.0,9.5,9.4,17.0,10.0,5.0,-1,8.843,2022,6.0,3.0,1.0,-7.0,-7.5,10.15,1,6,0,2022
RA-32,6,16.0,2018,8.8,5.2,8.8,16.0,7.944,10.0,0,7.37,2022,6.0,4.0,0.0,-7.199999999999999,-10.8,9.457333333333333,1,6,0,2022
RA-34,6,17.0,2016,9.6,4.8,8.1,17.0,7.278,5.0,-1,6.259,2022,6.0,6.0,1.0,-7.4,-12.2,8.629666666666667,2,6,0,2022
RA-35,6,17.0,2019,10.0,9.6,9.4,17.0,10.0,5.0,-1,8.965,2022,6.0,3.0,1.0,-7.0,-7.4,10.166666666666666,1,6,0,2022
RA-36,6,17.0,2019,9.2,9.0,6.9,17.0,8.944,5.0,-1,7.876,2022,6.0,3.0,1.0,-7.800000000000001,-8.0,9.340666666666667,1,6,0,2022
RA-38,6,17.0,2017,9.2,8.9,7.5,17.0,9.833,5.0,-1,8.523,2022,6.0,5.0,1.0,-7.800000000000001,-8.1,9.572166666666666,1,6,0,2022
RA-39,6,16.0,2017,0.0,4.8,6.9,16.0,6.111,10.0,0,6.033,2022,6.0,5.0,0.0,-16.0,-11.2,7.301833333333334,2,6,0,2022
RA-40,5,16.0,2016,7.9,7.8,7.5,16.0,7.75,5.0,-1,7.203,2022,5.0,6.0,1.0,-8.1,-8.2,8.658333333333333,1,5,1,2022
RA-42,5,15.0,2019,8.3,7.9,5.6,15.0,6.083,10.0,0,6.72,2022,5.0,3.0,0.0,-6.699999999999999,-7.1,8.813833333333333,1,5,1,2022
RA-43,5,16.0,2019,6.3,6.5,5.6,16.0,5.958,5.0,-1,5.486,2022,5.0,3.0,1.0,-9.7,-9.5,7.559666666666666,3,5,1,2022
RA-44,5,17.0,2021,5.0,5.9,7.5,17.0,7.292,5.0,-2,5.542,2022,5.0,1.0,1.0,-12.0,-11.1,7.948666666666667,3,5,1,2022
RA-45,5,15.0,2019,7.9,8.9,5.6,15.0,7.417,10.0,0,7.591,2022,5.0,3.0,0.0,-7.1,-6.1,9.136166666666666,1,5,0,2022
RA-46,5,17.0,2022,8.8,8.4,6.3,17.0,7.083,5.0,-2,6.048,2022,5.0,0.0,1.0,-8.2,-8.6,8.763833333333332,1,5,1,2022
RA-48,5,15.0,2017,6.7,8.4,7.5,15.0,8.5,10.0,0,8.006,2022,5.0,5.0,0.0,-8.3,-6.6,9.35,0,5,0,2022
RA-49,5,17.0,2022,7.5,7.4,7.5,17.0,7.042,5.0,-2,6.304,2022,5.0,0.0,1.0,-9.5,-9.6,8.573666666666666,1,5,0,2022
RA-52,5,13.0,2018,9.6,8.9,7.5,13.0,7.5,10.0,2,7.861,2022,5.0,4.0,0.0,-3.4000000000000004,-4.1,9.416666666666666,0,5,0,2022
RA-53,5,17.0,2022,9.2,7.0,7.5,17.0,6.458,5.0,-2,6.725,2022,5.0,0.0,1.0,-7.800000000000001,-10.0,8.693,1,5,1,2022
RA-55,5,16.0,2017,7.1,7.6,5.6,16.0,6.5,5.0,-1,6.576,2022,5.0,5.0,1.0,-8.9,-8.4,7.966666666666666,2,5,1,2022
RA-56,5,15.0,2019,10.0,10.0,7.5,15.0,8.25,10.0,0,8.404,2022,5.0,3.0,0.0,-5.0,-5.0,10.125,0,5,0,2022
RA-57,5,16.0,2017,7.1,8.1,5.6,16.0,7.875,5.0,-1,7.305,2022,5.0,5.0,1.0,-8.9,-7.9,8.279166666666667,2,5,1,2022
RA-58,5,15.0,2017,9.6,9.2,6.3,15.0,8.125,10.0,0,8.136,2022,5.0,5.0,0.0,-5.4,-5.800000000000001,9.704166666666666,0,5,0,2022
RA-59,5,17.0,2022,9.2,9.3,7.5,17.0,7.917,5.0,-2,7.642,2022,5.0,0.0,1.0,-7.800000000000001,-7.699999999999999,9.3195,1,5,1,2022
RA-61,5,15.0,2021,9.2,7.4,7.5,15.0,7.875,10.0,0,7.533,2022,5.0,1.0,0.0,-5.800000000000001,-7.6,9.495833333333334,0,5,0,2022
RA-62,5,17.0,2022,8.8,9.4,7.5,17.0,7.25,5.0,-2,7.891,2022,5.0,0.0,1.0,-8.2,-7.6,9.158333333333333,1,5,0,2022
RA-63,5,16.0,2018,8.3,9.1,8.8,16.0,9.417,5.0,-1,8.282,2022,5.0,4.0,1.0,-7.699999999999999,-6.9,9.436166666666667,1,5,1,2022
RA-64,5,16.0,2019,7.1,8.1,8.1,16.0,8.25,5.0,-1,7.368,2022,5.0,3.0,1.0,-8.9,-7.9,8.758333333333333,1,5,1,2022
RA-70,5,16.0,2017,8.8,6.6,5.0,16.0,6.111,5.0,-1,5.712,2022,5.0,5.0,1.0,-7.199999999999999,-9.4,7.918499999999999,2,5,1,2022
RA-71,5,17.0,2019,7.9,2.0,7.5,17.0,5.833,5.0,-2,4.332,2022,5.0,3.0,1.0,-9.1,-15.0,7.538833333333333,3,5,1,2022
RA-76,5,15.0,2017,10.0,9.1,8.1,15.0,9.292,10.0,0,9.105,2022,5.0,5.0,0.0,-5.0,-5.9,10.248666666666667,0,5,0,2022
RA-78,5,17.0,2018,8.3,6.6,5.6,17.0,8.0,5.0,-2,7.04,2022,5.0,4.0,1.0,-8.7,-10.4,8.416666666666666,2,5,1,2022
RA-79,5,16.0,2018,5.4,6.3,5.6,16.0,7.292,5.0,-1,6.847,2022,5.0,4.0,1.0,-10.6,-9.7,7.5986666666666665,3,5,1,2022
RA-80,5,16.0,2017,9.2,8.3,5.0,16.0,7.625,5.0,-1,7.29,2022,5.0,5.0,1.0,-6.800000000000001,-7.699999999999999,8.520833333333334,2,5,1,2022
RA-81,5,14.0,2017,9.2,9.2,5.0,14.0,7.458,10.0,1,7.675,2022,5.0,5.0,0.0,-4.800000000000001,-4.800000000000001,9.142999999999999,1,5,0,2022
RA-84,5,17.0,2018,7.1,8.8,5.0,17.0,6.75,5.0,-2,6.682,2022,5.0,4.0,1.0,-9.9,-8.2,8.275,2,5,1,2022
RA-85,5,15.0,2022,6.7,7.3,5.0,15.0,5.833,10.0,0,6.243,2022,5.0,0.0,0.0,-8.3,-7.7,8.3055,2,5,1,2022
RA-86,5,16.0,2016,7.5,9.6,5.6,16.0,8.458,5.0,-1,7.566,2022,5.0,6.0,1.0,-8.5,-6.4,8.693,2,5,0,2022
RA-87,5,15.0,2021,8.3,9.6,7.5,15.0,8.5,10.0,0,8.712,2022,5.0,1.0,0.0,-6.699999999999999,-5.4,9.816666666666666,0,5,0,2022
RA-88,5,17.0,2021,7.1,9.2,5.6,17.0,9.208,5.0,-2,7.498,2022,5.0,1.0,1.0,-9.9,-7.800000000000001,8.851333333333333,2,5,0,2022
RA-89,5,16.0,2021,9.6,7.8,7.5,16.0,8.0,5.0,-1,7.323,2022,5.0,1.0,1.0,-6.4,-8.2,8.983333333333333,1,5,1,2022
RA-90,5,13.0,2019,10.0,9.7,9.4,13.0,9.75,10.0,2,9.442,2022,5.0,3.0,0.0,-3.0,-3.3000000000000007,10.308333333333334,0,5,0,2022
RA-91,5,16.0,2016,9.2,5.7,5.6,16.0,7.125,5.0,-1,6.645,2022,5.0,6.0,1.0,-6.800000000000001,-10.3,8.104166666666666,3,5,1,2022
RA-92,5,16.0,2016,9.2,7.1,5.0,16.0,6.667,5.0,-1,6.957,2022,5.0,6.0,1.0,-6.800000000000001,-8.9,8.161166666666666,2,5,1,2022
RA-93,5,15.0,2016,8.3,9.7,8.1,15.0,9.083,10.0,0,8.941,2022,5.0,6.0,0.0,-6.699999999999999,-5.300000000000001,10.0305,0,5,0,2022
RA-94,5,15.0,2018,8.3,9.6,8.1,15.0,9.583,10.0,0,8.921,2022,5.0,4.0,0.0,-6.699999999999999,-5.4,10.097166666666666,0,5,1,2022
RA-96,5,16.0,2021,9.2,7.8,6.9,16.0,8.5,5.0,-1,7.54,2022,5.0,1.0,1.0,-6.800000000000001,-8.2,8.9,1,5,1,2022
RA-98,5,15.0,2017,8.8,10.0,9.4,15.0,9.667,10.0,0,9.354,2022,5.0,5.0,0.0,-6.199999999999999,-5.0,10.477833333333335,0,5,0,2022
RA-99,5,16.0,2019,8.8,6.3,7.5,16.0,5.833,5.0,-1,6.158,2022,5.0,3.0,1.0,-7.199999999999999,-9.7,8.238833333333334,2,5,1,2022
RA-103,4,13.0,2020,7.9,8.7,7.5,13.0,7.708,10.0,1,8.107,2022,4.0,2.0,0.0,-5.1,-4.300000000000001,9.134666666666666,0,4,0,2022
RA-104,4,18.0,2022,7.9,8.7,7.5,18.0,6.708,2.5,-4,6.315,2022,4.0,0.0,1.0,-10.1,-9.3,8.551333333333334,1,4,1,2022
RA-106,4,15.0,2016,9.2,8.0,9.4,15.0,8.375,5.0,-1,7.973,2022,4.0,6.0,1.0,-5.800000000000001,-7.0,9.1625,1,4,0,2022
RA-107,4,15.0,2018,7.5,6.4,7.5,15.0,6.5,5.0,-1,6.258,2022,4.0,4.0,1.0,-7.5,-8.6,7.983333333333333,1,4,0,2022
RA-108,4,17.0,2019,4.6,7.7,5.0,17.0,6.125,2.5,-3,5.547,2022,4.0,3.0,1.0,-12.4,-9.3,7.154166666666666,3,4,1,2022
RA-109,4,16.0,2021,8.8,10.0,8.8,16.0,8.667,5.0,-2,8.512,2022,4.0,1.0,1.0,-7.199999999999999,-6.0,9.544500000000001,1,4,1,2022
RA-110,4,14.0,2017,9.2,9.7,5.6,14.0,8.0,10.0,0,8.15,2022,4.0,5.0,0.0,-4.800000000000001,-4.300000000000001,9.416666666666666,1,4,0,2022
RA-111,4,13.0,2020,7.5,9.4,8.1,13.0,8.667,10.0,1,8.646,2022,4.0,2.0,0.0,-5.5,-3.5999999999999996,9.4445,0,4,0,2022
RA-112,4,15.0,2016,7.9,7.8,6.3,15.0,8.833,5.0,-1,7.836,2022,4.0,6.0,1.0,-7.1,-7.2,8.472166666666666,1,4,1,2022
RA-114,4,16.0,2022,7.9,6.3,7.5,16.0,5.0,5.0,-2,5.894,2022,4.0,0.0,1.0,-8.1,-9.7,7.95,2,4,1,2022
RA-115,4,16.0,2019,8.3,6.8,6.3,16.0,5.583,5.0,-2,5.886,2022,4.0,3.0,1.0,-7.699999999999999,-9.2,7.997166666666668,2,4,1,2022
RA-116,4,16.0,2019,5.8,8.1,6.3,16.0,7.792,5.0,-2,6.854,2022,4.0,3.0,1.0,-10.2,-7.9,8.165333333333335,2,4,1,2022
RA-119,4,14.0,2016,8.3,8.2,5.6,14.0,7.875,10.0,0,7.501,2022,4.0,6.0,0.0,-5.699999999999999,-5.800000000000001,8.995833333333334,1,4,0,2022
RA-121,4,16.0,2021,7.1,8.4,6.3,16.0,7.625,5.0,-2,7.245,2022,4.0,1.0,1.0,-8.9,-7.6,8.404166666666667,1,4,1,2022
RA-123,4,16.0,2017,7.9,8.6,5.6,16.0,7.292,5.0,-2,7.084,2022,4.0,5.0,1.0,-8.1,-7.4,8.398666666666667,2,4,1,2022
RA-125,4,15.0,2022,8.8,8.5,7.5,15.0,7.75,5.0,-1,7.619,2022,4.0,0.0,1.0,-6.199999999999999,-6.5,8.758333333333333,1,4,1,2022
RA-127,4,14.0,2022,7.5,8.7,7.5,14.0,8.125,10.0,0,8.283,2022,4.0,0.0,0.0,-6.5,-5.300000000000001,9.304166666666667,0,4,0,2022
RA-128,4,15.0,2019,0.0,6.2,7.5,15.0,6.167,5.0,-1,5.563,2022,4.0,3.0,1.0,-15.0,-8.8,6.6445,2,4,1,2022
RA-131,4,15.0,2016,8.8,9.0,5.6,15.0,7.75,5.0,-1,7.174,2022,4.0,6.0,1.0,-6.199999999999999,-6.0,8.525,2,4,1,2022
RA-132,4,14.0,2019,10.0,8.8,5.6,14.0,8.458,10.0,0,8.355,2022,4.0,3.0,0.0,-4.0,-5.199999999999999,9.476333333333333,1,4,0,2022
RA-133,4,15.0,2016,7.9,7.1,7.5,15.0,7.625,5.0,-1,6.875,2022,4.0,6.0,1.0,-7.1,-7.9,8.354166666666666,1,4,1,2022
RA-137,4,17.0,2016,7.5,8.9,5.0,17.0,7.792,2.5,-3,7.056,2022,4.0,6.0,1.0,-9.5,-8.1,8.115333333333334,2,4,1,2022
RA-138,4,15.0,2016,9.6,8.0,5.6,15.0,6.375,5.0,-1,6.738,2022,4.0,6.0,1.0,-5.4,-7.0,8.262500000000001,2,4,1,2022
RA-141,4,14.0,2017,9.2,8.2,5.6,14.0,5.917,10.0,0,7.118,2022,4.0,5.0,0.0,-4.800000000000001,-5.800000000000001,8.8195,2,4,1,2022
RA-143,4,13.0,2019,8.3,9.9,5.6,13.0,9.5,10.0,1,8.638,2022,4.0,3.0,0.0,-4.699999999999999,-3.0999999999999996,9.383333333333335,1,4,0,2022
RA-144,4,14.0,2017,7.5,9.3,5.0,14.0,8.292,10.0,0,8.181,2022,4.0,5.0,0.0,-6.5,-4.699999999999999,9.015333333333333,1,4,0,2022
RA-145,4,16.0,2017,0.0,6.3,8.1,16.0,7.25,5.0,-2,5.846,2022,4.0,5.0,1.0,-16.0,-9.7,7.108333333333333,2,4,1,2022
RA-146,4,15.0,2022,8.3,9.2,7.5,15.0,8.208,5.0,-1,7.947,2022,4.0,0.0,1.0,-6.699999999999999,-5.800000000000001,8.868,1,4,1,2022
RA-147,4,14.0,2022,8.3,7.7,7.5,14.0,7.25,10.0,0,7.541,2022,4.0,0.0,0.0,-5.699999999999999,-6.3,9.125,0,4,1,2022
RA-149,4,15.0,2022,9.2,6.5,7.5,15.0,6.125,5.0,-1,6.323,2022,4.0,0.0,1.0,-5.800000000000001,-8.5,8.220833333333333,1,4,1,2022
RA-151,4,16.0,2020,8.8,7.5,6.9,16.0,7.958,5.0,-2,7.563,2022,4.0,2.0,1.0,-7.199999999999999,-8.5,8.693,1,4,1,2022
RA-152,4,16.0,2022,8.3,7.0,7.5,16.0,6.292,5.0,-2,6.712,2022,4.0,0.0,1.0,-7.699999999999999,-9.0,8.348666666666666,1,4,1,2022
RA-153,4,14.0,2018,7.9,8.2,5.0,14.0,7.708,10.0,0,7.535,2022,4.0,4.0,0.0,-6.1,-5.800000000000001,8.801333333333334,1,4,0,2022
RA-155,4,16.0,2022,10.0,8.3,7.5,16.0,6.833,5.0,-2,7.051,2022,4.0,0.0,1.0,-6.0,-7.699999999999999,8.938833333333333,1,4,1,2022
RA-157,4,12.0,2018,7.5,10.0,6.3,12.0,8.292,10.0,1,8.317,2022,4.0,4.0,0.0,-4.5,-2.0,9.015333333333333,0,4,0,2022
RA-158,4,17.0,2017,7.9,9.8,5.6,17.0,8.125,2.5,-3,7.302,2022,4.0,5.0,1.0,-9.1,-7.199999999999999,8.4875,2,4,0,2022
RA-159,4,15.0,2021,8.3,8.1,5.6,15.0,6.458,5.0,-1,6.49,2022,4.0,1.0,1.0,-6.699999999999999,-6.9,8.076333333333332,2,4,1,2022
RA-160,4,15.0,2021,7.5,7.2,5.6,15.0,8.25,5.0,-1,6.746,2022,4.0,1.0,1.0,-7.5,-7.8,8.091666666666667,2,4,1,2022
RA-161,4,11.0,2018,7.9,9.1,5.6,11.0,8.083,10.0,2,7.957,2022,4.0,4.0,0.0,-3.0999999999999996,-1.9000000000000004,8.613833333333334,1,4,0,2022
RA-164,4,16.0,2018,8.3,7.3,5.6,16.0,7.208,5.0,-2,6.776,2022,4.0,4.0,1.0,-7.699999999999999,-8.7,8.234666666666667,2,4,1,2022
RA-165,4,14.0,2017,7.1,9.8,5.6,14.0,7.5,10.0,0,8.063,2022,4.0,5.0,0.0,-6.9,-4.199999999999999,9.0,1,4,0,2022
RA-166,4,14.0,2020,9.2,9.0,6.3,14.0,7.542,10.0,0,8.253,2022,4.0,2.0,0.0,-4.800000000000001,-5.0,9.340333333333334,0,4,0,2022
RA-167,4,16.0,2018,9.2,9.7,5.6,16.0,7.833,5.0,-2,7.798,2022,4.0,4.0,1.0,-6.800000000000001,-6.300000000000001,8.888833333333332,2,4,1,2022
RA-168,4,15.0,2018,7.9,8.3,6.3,15.0,7.083,5.0,-1,6.917,2022,4.0,4.0,1.0,-7.1,-6.699999999999999,8.263833333333332,1,4,0,2022
RA-170,4,14.0,2018,8.3,9.2,5.6,14.0,5.792,10.0,0,7.007,2022,4.0,4.0,0.0,-5.699999999999999,-4.800000000000001,8.815333333333333,2,4,1,2022
RA-171,4,16.0,2022,7.5,6.8,7.5,16.0,6.875,5.0,-2,6.581,2022,4.0,0.0,1.0,-8.5,-9.2,8.279166666666667,1,4,1,2022
RA-172,4,14.0,2018,9.2,8.9,9.4,14.0,8.917,10.0,0,8.673,2022,4.0,4.0,0.0,-4.800000000000001,-5.1,10.0695,0,4,0,2022
RA-173,4,17.0,2019,8.3,9.2,6.9,17.0,9.25,2.5,-3,7.816,2022,4.0,3.0,1.0,-8.7,-7.800000000000001,8.858333333333333,1,4,1,2022
RA-174,4,15.0,2019,7.9,6.2,7.5,15.0,6.042,5.0,-1,6.075,2022,4.0,3.0,1.0,-7.1,-8.8,7.940333333333334,1,4,1,2022
RA-175,4,15.0,2018,8.3,9.2,5.6,15.0,5.833,5.0,-1,6.75,2022,4.0,4.0,1.0,-6.699999999999999,-5.800000000000001,8.1555,3,4,1,2022
RA-176,3,13.0,2018,9.6,9.1,5.6,13.0,9.083,10.0,0,8.427,2022,3.0,4.0,0.0,-3.4000000000000004,-3.9000000000000004,9.397166666666665,1,3,0,2022
RA-178,3,13.0,2016,0.0,8.8,4.4,13.0,8.458,10.0,0,7.025,2022,3.0,6.0,0.0,-13.0,-4.199999999999999,7.4430000000000005,2,3,0,2022
RA-179,3,12.0,2022,7.5,9.2,7.5,12.0,8.042,10.0,0,7.993,2022,3.0,0.0,0.0,-4.5,-2.8000000000000007,9.040333333333335,0,3,0,2022
RA-180,3,12.0,2018,9.2,8.3,6.3,12.0,8.625,10.0,0,8.442,2022,3.0,4.0,0.0,-2.8000000000000007,-3.6999999999999993,9.070833333333333,0,3,0,2022
RA-181,3,13.0,2019,9.2,9.5,8.8,13.0,8.458,10.0,0,8.623,2022,3.0,3.0,0.0,-3.8000000000000007,-3.5,9.826333333333332,0,3,0,2022
RA-183,3,13.0,2022,8.3,8.8,7.5,13.0,7.25,10.0,0,7.3,2022,3.0,0.0,0.0,-4.699999999999999,-4.199999999999999,9.141666666666667,0,3,1,2022
RA-184,3,16.0,2019,8.8,7.7,7.5,16.0,8.0,2.5,-3,7.28,2022,3.0,3.0,1.0,-7.199999999999999,-8.3,8.416666666666666,1,3,0,2022
RA-186,3,13.0,2019,8.3,8.5,7.5,13.0,7.5,10.0,0,7.832,2022,3.0,3.0,0.0,-4.699999999999999,-4.5,9.133333333333333,0,3,0,2022
RA-187,3,12.0,2019,8.8,8.9,7.5,12.0,7.917,10.0,0,7.928,2022,3.0,3.0,0.0,-3.1999999999999993,-3.0999999999999996,9.186166666666667,0,3,0,2022
RA-189,3,14.0,2018,10.0,9.7,5.0,14.0,7.333,5.0,-1,7.629,2022,3.0,4.0,1.0,-4.0,-4.300000000000001,8.5055,2,3,0,2022
RA-190,3,13.0,2022,6.7,6.9,8.8,13.0,7.25,10.0,0,7.335,2022,3.0,0.0,0.0,-6.3,-6.1,8.775,0,3,1,2022
RA-191,3,13.0,2019,10.0,9.4,8.8,13.0,8.5,10.0,0,8.74,2022,3.0,3.0,0.0,-3.0,-3.5999999999999996,9.950000000000001,0,3,0,2022
RA-192,3,15.0,2021,8.8,3.6,7.5,15.0,4.708,5.0,-2,4.932,2022,3.0,1.0,1.0,-6.199999999999999,-11.4,7.434666666666666,3,3,1,2022
RA-193,3,12.0,2016,9.2,8.9,5.6,12.0,8.5,10.0,0,8.155,2022,3.0,6.0,0.0,-2.8000000000000007,-3.0999999999999996,9.033333333333333,1,3,0,2022
RA-195,3,13.0,2017,8.8,9.2,5.0,13.0,8.25,10.0,0,8.017,2022,3.0,5.0,0.0,-4.199999999999999,-3.8000000000000007,9.041666666666666,1,3,0,2022
RA-196,3,12.0,2018,9.2,9.1,7.5,12.0,8.625,10.0,0,8.124,2022,3.0,4.0,0.0,-2.8000000000000007,-2.9000000000000004,9.404166666666667,0,3,0,2022
RA-197,3,13.0,2021,8.8,9.7,4.4,13.0,8.292,10.0,0,8.218,2022,3.0,1.0,0.0,-4.199999999999999,-3.3000000000000007,9.032,1,3,0,2022
RA-199,3,13.0,2022,8.3,7.1,7.5,13.0,6.458,10.0,0,7.564,2022,3.0,0.0,0.0,-4.699999999999999,-5.9,8.726333333333333,0,3,1,2022
RA-200,3,15.0,2018,7.9,5.6,4.4,15.0,4.917,5.0,-2,5.705,2022,3.0,4.0,1.0,-7.1,-9.4,7.136166666666667,4,3,1,2022
RA-202,3,14.0,2017,0.0,5.2,4.4,14.0,6.917,5.0,-1,5.201,2022,3.0,5.0,1.0,-14.0,-8.8,5.9195,4,3,1,2022
RA-204,3,13.0,2019,7.9,6.7,4.4,13.0,5.708,10.0,0,6.943,2022,3.0,3.0,0.0,-5.1,-6.3,7.951333333333333,2,3,0,2022
RA-205,3,14.0,2020,9.6,3.8,7.5,14.0,4.833,5.0,-1,5.372,2022,3.0,2.0,1.0,-4.4,-10.2,7.4555,3,3,1,2022
RA-211,3,13.0,2021,9.2,8.8,7.5,13.0,8.458,10.0,0,8.465,2022,3.0,1.0,0.0,-3.8000000000000007,-4.199999999999999,9.493,0,3,0,2022
RA-215,3,13.0,2021,6.7,5.8,7.5,13.0,6.542,10.0,0,7.172,2022,3.0,1.0,0.0,-6.3,-7.2,8.257,1,3,0,2022
RA-217,3,15.0,2021,7.9,8.5,7.5,15.0,7.292,5.0,-2,7.397,2022,3.0,1.0,1.0,-7.1,-6.5,8.532,1,3,1,2022
RA-218,3,14.0,2022,6.3,7.3,7.5,14.0,6.125,5.0,-1,6.1,2022,3.0,0.0,1.0,-7.7,-6.7,7.704166666666667,1,3,1,2022
RA-220,3,13.0,2022,0.0,8.1,7.5,13.0,7.833,10.0,0,7.028,2022,3.0,0.0,0.0,-13.0,-4.9,7.738833333333333,1,3,0,2022
RA-221,3,14.0,2022,9.6,8.5,7.5,14.0,6.0,5.0,-1,6.892,2022,3.0,0.0,1.0,-4.4,-5.5,8.433333333333334,1,3,1,2022
RA-223,3,13.0,2022,0.0,4.6,7.5,13.0,5.583,10.0,0,4.966,2022,3.0,0.0,0.0,-13.0,-8.4,6.7805,3,3,1,2022
RA-227,3,12.0,2022,9.2,6.4,7.5,12.0,5.833,10.0,0,6.471,2022,3.0,0.0,0.0,-2.8000000000000007,-5.6,8.488833333333334,1,3,0,2022
RA-229,3,12.0,2022,10.0,9.4,7.5,12.0,8.5,10.0,0,8.62,2022,3.0,0.0,0.0,-2.0,-2.5999999999999996,9.566666666666666,0,3,0,2022
RA-234,3,13.0,2022,10.0,7.6,5.6,13.0,5.583,10.0,0,6.719,2022,3.0,0.0,0.0,-3.0,-5.4,8.6305,2,3,0,2022
RA-236,3,12.0,2022,9.6,7.5,7.5,12.0,7.208,10.0,0,7.11,2022,3.0,0.0,0.0,-2.4000000000000004,-4.5,8.968,0,3,0,2022
RA-237,3,14.0,2022,10.0,9.0,7.5,14.0,8.417,5.0,-1,8.084,2022,3.0,0.0,1.0,-4.0,-5.0,8.986166666666668,1,3,1,2022
RA-239,3,15.0,2021,0.0,3.7,7.5,15.0,5.958,5.0,-2,4.572,2022,3.0,1.0,1.0,-15.0,-11.3,6.1930000000000005,4,3,1,2022
RA-240,3,13.0,2017,7.1,8.1,5.0,13.0,7.042,10.0,0,6.943,2022,3.0,5.0,0.0,-5.9,-4.9,8.373666666666667,1,3,0,2022
RA-241,3,14.0,2016,10.0,10.0,7.5,14.0,9.125,5.0,-1,8.468,2022,3.0,6.0,1.0,-4.0,-4.0,9.270833333333334,1,3,1,2022
RA-242,3,13.0,2018,9.6,9.7,5.6,13.0,8.708,10.0,0,8.673,2022,3.0,4.0,0.0,-3.4000000000000004,-3.3000000000000007,9.434666666666667,1,3,0,2022
RA-244,3,12.0,2018,7.5,9.4,6.3,12.0,9.208,10.0,0,8.51,2022,3.0,4.0,0.0,-4.5,-2.5999999999999996,9.068,0,3,0,2022
RA-245,3,14.0,2016,10.0,9.9,7.5,14.0,9.25,5.0,-1,8.656,2022,3.0,6.0,1.0,-4.0,-4.1,9.275,1,3,1,2022
RA-246,3,13.0,2022,8.3,9.4,7.5,13.0,9.167,10.0,0,8.639,2022,3.0,0.0,0.0,-4.699999999999999,-3.5999999999999996,9.561166666666667,0,3,0,2022
RA-247,3,13.0,2021,8.3,8.2,7.5,13.0,7.875,10.0,0,7.72,2022,3.0,1.0,0.0,-4.699999999999999,-4.800000000000001,9.145833333333334,0,3,0,2022
RA-249,3,14.0,2017,6.7,7.4,5.0,14.0,4.292,5.0,-1,5.097,2022,3.0,5.0,1.0,-7.3,-6.6,7.065333333333334,3,3,1,2022
